表格,FCA编号,中文名称,CAS号,使用范围和最大使用量/%,SML/QM/(mg/kg),SML(T)/(mg/kg),SML(T),分组编号,其他要求
A1,FCA0240,2-甲基 -2-丙烯酸环氧乙烷基甲基酯与丙烯酸甲酯和二氯乙烯的聚合物,54975-10-9,"PS,ABS:按生产需要适量使用","0.02(2-甲基 -2-丙烯酸环氧乙烷基甲基酯 :SML);5(1,1-二氯乙烯 :QM)或","ND(1,1-二氯乙烯",":SML,DL=0.01mg/kg)",,"6 22 当 2-甲基 -2-丙烯酸环氧乙烷基甲基酯可与所接触食品或食品模拟物发生反应时 ,使用 0.02mg/6dm2(QM)作为其限量值"
A1,FCA0247,2-甲基 -2-丙烯酸甲酯与 2-丙烯酸丁酯和 2-甲基 -2-丙烯酸 -2-丙烯基酯的聚合物,50658-01-0,"ABS,AS,PA,PC,PE,PET,PP,PS,PVC,PVDC,UP:按生产需要适量使用",0.05(甲基丙烯酸烯丙酯 :SML),6(以丙烯酸计,);6(以甲基丙烯酸计,,) 22;23
A1,FCA0248,"2-甲基 -2-丙烯酸甲酯与 2-丙烯酸乙酯、N-羟甲基 -2-丙烯酰胺和 2-丙烯酰胺的聚合物  — ABS,AS,PA,PC,PE,PET,PP,PS,PVC,PVDC,UP:按生产需要适量使用  ND(丙烯酰胺 ,SML,DL=0.01mg/kg);ND(N-羟甲基丙烯酰胺 ,SML,DL=0.01mg/kg) 6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23",,,,,,,
A1,FCA0249,2-甲基 -2-丙烯酸甲酯与 2-丙烯酸乙酯和 2-甲基 -2-丙烯酰胺的聚合物,30394-86-6,"ABS,AS,PA,PC,PE,PET,PP,PS,PVC,PVDC,UP:按生产需要适量使用","ND(甲基丙烯酰胺 ,SML,DL=0.01mg/kg)",6(以丙烯酸计,);6(以甲基丙烯酸计,,) 22;23
A1,FCA0250,2-甲基 -2-丙烯酸甲酯与 2-甲基 -2-丙烯酸缩水甘油酯和苯乙烯的聚合物,29564-58-7,按生产需要适量使用  0.02(2-甲基 -2-丙烯酸缩水甘油酯 :SML),6,23,当,,"2-甲基 -2-丙烯酸缩水甘油酯可与所接触食品或食品模拟物发生反应时 ,使用 0.02mg/6dm2(QM)作为其限量值"
A1,FCA0253,2-甲基 -2-丙烯酸甲酯与二乙烯基苯的聚合物,9017-37-2,PP:0.5,"ND(SML,以二乙烯基苯和乙基乙烯基苯之和计 ,DL=0.01mg/kg)",6,23,,2-甲基 -2-丙烯酸甲酯含量高于 50%。二乙烯基苯中乙基乙烯基苯的含量不高于 45%
A1,FCA0254,2-甲基 -2-丙烯酸甲酯与乙基 -2-丙烯酸盐和 2-丙烯酸的聚合物,25135-39-1,"PA,PC,PET:按生产需要适量使用",6(以丙烯酸计 );6(以甲基丙烯酸计 ),22;23,,,
A1,FCA0262,2-甲基 -2-丙烯酸与 2-丙烯酸丁酯、苯乙烯和 2-甲基 -2-丙烯酸甲酯的聚合物,25987-66-0,"ABS,AS,PA,PC,PE,PET,PP,PS,PVC,PVDC,UP:按生产需要适量使用",6(以丙烯酸计 );6(以甲基丙烯酸计 ),22;23,,,
A1,FCA0265,2-甲基 -2-丙烯酸与 2-丙烯酸乙酯和 2-丙烯酸的聚合物,30351-73-6,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A1,FCA0266,2-甲基 -2-丙烯酸与 2-丙烯酸乙酯和 2-甲基 -2-丙烯酸甲酯的共聚物,25133-97-5,"PA,PC,PET:按生产需要适量使用",6(以丙烯酸计 );6(以甲基丙烯酸计 ),22;23,,,
A1,FCA0267,2-甲基 -2-丙烯酸与 2-甲基 -2-丙烯酸丁酯和 2-甲基 -2-丙烯酸甲酯的聚合物,28262-63-7,"ABS,AS,PA,PC,PE,PET,PP,PS,PVC,PVDC,UP:按生产需要适量使用",6,23,,,
A1,FCA0269,2-甲基 -2-丙烯酸与 2-甲基 -2-丙烯酸甲酯的聚合物,25086-15-1,"PA,PC,PET:按生产需要适量使用",6,23,,,
A1,FCA0275,2-甲基 -2-丙烯酸与丙烯酸的聚合物的钠盐,28205-96-1,按生产需要适量使用  6(以丙烯酸计 );6(以甲基丙烯酸计 ) 22;23,,,,,
A1,FCA0278,"2-甲基 -4,6-二 [(辛基硫基 )甲基 ]苯酚",110553-27-0,"PE,PP:5;PS,AS,ABS:0.2",5,24,,,
A1,FCA0284,2-甲基丙烯酸与 2-甲基丙烯酸乙酯和丙烯酸甲酯的聚合物,65859-05-4,"ABS,AS,PA,PC,PE,PET,PP,PS,PVC,PVDC,UP:按生产需要适量使用",6(以丙烯酸计 );6(以甲基丙烯酸计 ),22;23,,,
A1,FCA0289,"2-羟基 -1,2,3-丙三羧酸锂盐与蛭石的反应产物",110638-71-6,"PE,PP,PS,AS,ABS,PET,PC:按生产需要适量使用",锂元素,SML应符合附录,C规定,,
A1,FCA0294,2-羟基 -4-正辛氧基二苯甲酮,1843-05-6,"PE,PP,AS,ABS,PET:0.5;PC:3.8",6,8,,,
A1,FCA0295,"2-羟基苯甲酸 -4-(1,1-二甲基乙基 )苯基酯",87-18-3,"PP,PE,PS,PVC,PA,PC,ABS,AS,PET,UP:按生产需要适量使用",12(SML),,,,
A1,FCA0297,"2-氰基 -3,3-二苯基 -2-丙烯酸 -2,2-双 [[(2-氰基 -1-氧代 -3,3-二苯基 -2-丙烯基 )氧基 ]甲基 ]-1,3-亚丙基酯",178671-58-4,"PE,PP,PS,AS,ABS,PA,PET,PC,PVC,PEI,PPE,PBT:0.5",0.05(SML),,,,
A1,FCA0298,"2-氰基 -3,3-二苯基 -2-丙烯酸 -2-乙基己酯",6197-30-4,PET:0.5;PVC:0.3,0.05(SML),,,,
A1,FCA0299,"2-氰基 -3,3-二苯基 -2-丙烯酸乙酯",5232-99-5,PVC:0.3,0.05(SML),,,,
A1,FCA0300,2-巯基乙醇,60-24-2,PVC:0.02;ABS:0.08,,,,,
A1,FCA0304,2-氧杂环庚烷酮的均聚物,24980-41-4,ABS:5,"0.05(2-氧杂环庚烷酮 ,SML)",,,,
A1,FCA0305,"2-乙基 -2-(羟甲基 )-1,3-丙二醇与 1,1-亚甲基 -双 -4-异氰酸根合苯的聚合物",27967-69-7,"PA,PET:按生产需要适量使用","1(以异氰酸根计 ,QM)",ND(DL=0.01mg/kg),17,,
A1,FCA0306,2-乙基己醇,104-76-7,"ABS,AS,PA,PC,PE,PET,PP,PS,PVC,PVDC,UP:按生产需要适量使用",30(SML),,,,
A1,FCA0307,2-乙基己酸钙盐,136-51-6,PVC:3,所生产出的材料和制品使用温度低于,130℃,,,
A1,FCA0308,2-乙基己酸镁盐,15602-15-0,PVC:2,,,,,
A1,FCA0311,2-乙基己酸锌,136-53-8,"PE,PP:1;PS:0.1",锌元素,SML应符合附录,C规定,,
A1,FCA0312,"3-(1,1-二甲基乙基 )-[(β-3-1,1-二甲基乙基 )-4-羟苯基 ]-4-羟基 -甲基苯甲β-酸 -1,2-亚乙基酯",32509-66-3,"PE,PP:0.5",6(SML),,,,
A1,FCA0313,3-(2-苯并噻唑基 )-7-(二乙氨基 )-2-氧代 -2H-1-苯并吡喃 -4-腈,70546-25-7,PET:0.2,应符合着色剂纯度要求,",见注",,,
A1,FCA0318,"3,3'-硫代二丙酸二月桂酯",123-28-4,"PE,PP,PS,AS,ABS,PET,PC:0.5;PVC,PVDC,PBT,POM,PA,TPC-ET:按生产需要适量使用",5,14,,,
A1,FCA0319,"3,3'-硫代双丙酸二 (十八烷基 )酯",693-36-7,"PE,PP,PS,AS,ABS,PET,PC,PVC,PVDC:0.5",5,14,,,
A1,FCA0320,"3,3-双 (甲氧基甲基 )-2,5-二甲基己烷",129228-21-3,PP:0.32,0.05(SML),,,,
A1,FCA0322,"3,4-二氢 -2,5,7,8-四甲基 -2-(4,8,12-三甲基癸基 )-2H-苯并吡喃 -6-醇 ;dl-α-维生素 E",10191-41-0,"PE,PET,PP,PA,PS,PC,AS,ABS,PVC,PVDC,UP:按生产需要适量使用",,,,,
A1,FCA0323,"3,4-二乙酰氧基 -1-丁烯",18085-02-4,EVOH:6.73;PVOH:10.79,"0.05(以 3,4-二乙酰氧基 -1-丁烯及其水解产物 3,4-二羟基 -1-丁烯计 ,SML)",,,,
A1,FCA0325,"3,5-二叔丁基 -4-羟基苯甲酸十六烷基酯",67845-93-6,"PP,PE:0.5",,,,,
A1,FCA0327,"3,5-二叔丁基 -4-羟基苯甲酸 2,4-二叔丁基苯酚酯",4221-80-1,"PE,PP:0.3",,,,,
A1,FCA0328,"3,6,9-三乙基 -3,6,9-三甲基 -1,2,4,5,7,8-六氧杂壬烷",24748-23-0,PE:0.05;PP:0.1,PE厚度不大于,0.12mm。终产品中不得检出过氧化物,,,
A1,FCA0329,"3,9-二 (2,6-二叔丁基 -4-甲基苯氧基 )-2,4,8,10-四氧杂 -3,9-二磷杂螺 [5.5]十一烷",80693-00-1,"PE,PP,PS:0.25;ABS,PA,PET:0.5;PC:0.1","5(以磷酸盐和亚磷酸盐之和计 ,SML)",,,,
A1,FCA0330,"3,9-二 (十八氧 (烷 )基 )-2,4,8,10-四氧杂 -3,9-二磷螺 [5.5]十一烷",3806-34-6,"PE,PP:0.3;PVC:1;PS,ABS,AS:0.25;PC:按生产需要适量使用",,,,,
A1,FCA0331,"3,9-二 [2,4-二叔丁基 -苯氧基 ]-2,4,8,10-四氧杂 -3,9-二磷杂螺 [5.5]-十一烷",26741-53-7,"PP,PE:0.1;PC,ABS:0.25;PVC:0.86",0.6(SML),,,,
A1,FCA0332,"3,9-双 [2,4-双 (1-甲基 -1-苯乙基 )苯氧基 ]-2,4,8,10-四氧杂 -3,9-二磷杂螺 [5.5]十一烷",154862-43-8,"PE,PP,PS,AS,ABS,PA,PET,PVC,PPE,PBT:0.15;PC:0.2;PEI:0.3",5(SML),,,,
A1,FCA0333,"3,9-双 [2-[3-(3-叔丁基 -4-羟基 -5-甲基苯基 )-丙酰氧基 ]-1,1-二甲基乙基 ]-2,4,8,10-四氧杂螺 [5.5]十一烷",90498-90-1,"PE,PP:0.3;ABS,PA:0.5",0.05(SML),,,,
A1,FCA0337,3-羟基 -2-(3-羟基 -2-喹啉基 )-1H-茚 -1-酮,17772-51-9,PET:0.2,应符合着色剂纯度要求,",见注",,,
A1,FCA0340,"4,4'-(1-甲基亚乙基 )双苯酚与 (氯甲基 )环氧乙烷的聚合物",25068-38-6;25085-99-8,"PE,PP:按生产需要适量使用","0.6(双酚 A:SML);1(环氧氯丙烷 :QM);ND(环氧氯丙烷 :SML,DL=0.01mg/kg)",不得用于生产婴幼儿专用食品接触材料及制品,,,
A1,FCA0341,"4,4'-双 (苯并唑 -2-基 )二苯乙烯",1533-45-5,"PE,PP,PS,AS,ABS,PA,PET,PC,PVC,PVDC:0.025",0.05(SML),应符合着色剂纯度要求,",见注",,
A1,FCA0343,"4,4'-硫代双 (5-甲基 -2-叔丁基苯酚 )",96-69-5,"PE:0.05;PP,ABS:0.3;PS,AS:0.6",0.48(SML),,,,
A1,FCA0344,"4,4'-亚丁基双 -(3-甲基 -6-叔丁苯基 )-四 (十三烷基 )二亚磷酸酯",13003-12-8,"PP,PE,PS,ABS,PVC:0.5;PC:按生产需要适量使用",6(SML),,,,
A1,FCA0345,"4,4'-亚丁基 -双 [2-(1,1-二甲基乙基 )-5-甲基 ]苯酚",85-60-9,PE:0.5;PP:0.3,生产的材料或制品仅用于接触干燥固体食品、无醇饮料及不含游离脂肪的水性食品,,,,
A1,FCA0347,"4,5,6,7,8,8-六氯 -3a,4,7,7a-四氢 -4,7-亚甲基异苯并呋喃 -1,3-二酮",115-27-5,"PE,PP:1.7","ND(SML,DL=0.01mg/kg)",,,,
A1,FCA0348,"4,5-二氯 -2-[[4,5-二氢 -3-甲基 -5-氧代 -1-(3-磺酰氧基苯基 )-1H-吡唑 -4-基 ]偶氮 ]苯磺酸二钠",65212-76-2,"PE,PP:0.1",应符合着色剂纯度要求,",见注",,,
A1,FCA0350,"4-[(4,6-二辛硫基 -1,3,5-三嗪 -2-基 )氨基 ]-2,6-二 (1,1-甲基乙基 )苯酚",991-84-4,"PP:0.3;PS,ABS:0.5;AS:0.1",30(SML),,,,
A1,FCA0352,"4-羟基 -3-[[2-甲氧基 -5-甲基 -4-[(4-苯磺基 )偶氮 ]苯基 ]偶氮 ]-7-(苯氨基 )-2-萘磺酸与 [次氮基三 (2,1-亚乙基氧 )]三 (丙醇 )的化合物 (1∶2)",124649-82-7,"PE,PP,PS,AS,ABS,PET,PC:按生产需要适量使用",应符合着色剂纯度要求,",见注",,,
A1,FCA0354,"4-氰基 -5-[[5-氰基 -2,6-二 [(3-甲氧基丙基 )氨基 ]-4-甲基 -3-吡啶基 ]偶氮 ]-3-甲基 -2-噻吩羧酸甲酯",72968-71-9,"PS,AS,ABS,PC,PVC:按生产需要适量使用",;PET:0.1,应符合着色剂纯度要求,",见注。生产的材料或制品不得用于接触乙醇含量高于",,10%的食品
A1,FCA0361,"5-丁基乙基 -2-[2,4,6-三 (1,1-二甲基乙基 )苯氧基 ]-1,3,2-二磷烷",161717-32-4,"PE,PP:0.2","2[以磷酸盐、亚磷酸盐及水解产物 2,4,6-三 (1,1-二甲基乙基 )苯之和计 ,SML]",,,,
A1,FCA0363,"5-磺基 -1,3-苯二甲酸二甲酯钠盐",3965-55-7,PET:0.85,0.05(SML),,,,
A1,FCA0364,5-氯 -2-甲基 -2H-异噻唑 -3-酮,26172-55-4,"PA,PE,PP,PS,ABS,PET,PC:按生产需要适量使用",,,,,
A1,FCA0365,5-氯 -2-甲基 -3(2H )-异噻唑酮和 2-甲基 -3(2H )-异噻唑酮的混合物 (3∶1),55965-84-9,"PA,PE,PP,PS,ABS,PET,PC:按生产需要适量使用",,,,,
A1,FCA0366,5-亚乙基 -2-降冰片烯,16219-75-3,"PP,PE:按生产需要适量使用",0.05(SML),无相应的迁移量检测方法时可使用,0.05mg/6dm2(QM)作为其限量值,,
A1,FCA0368,"6-(2,5-二甲苯甲酰 )-3-羟基 -2-(3-羟基 -2-喹啉基 )-1H-茚 -1-酮",198625-33-1,"PS,AS,ABS,PA,PC,PVC:按生产需要适量使用",;PET:0.2,应符合着色剂纯度要求,",见注",,
A1,FCA0369,"6-O-乙酰氧 -2,3,4-三 (2-甲基丙酰氧 )-呋β-D-喃果糖 -6-乙酰基 -1,3,4-三 -O-(2-甲基 -1-氧丙基 )-α-D-吡喃葡糖苷",126-13-6,PS:0.2,,,,,
A1,FCA0370,"6-氨基 -1,3-二甲基 -2,4(1H ,3H )-嘧啶二酮",6642-31-5,"PP,PE,PS,PVC,PA,PC,ABS,AS,PET:按生产需要适量使用",5(SML),,,,
A1,FCA0371,"7-(2H-萘并 [1,2-d ]三唑 -2-基 )-3-苯基 -2H-1-苯并吡喃 -2-酮",3333-62-8,"PP,PE:0.02;PET:0.035",应符合着色剂纯度要求,",见注",,,
A1,FCA0375,"C.I.分散橙 47;2-[(1,5-二氢 -3-甲基 -5-氧代 -1苯基 -4H-吡唑 -4-亚基 )乙亚基 ]2,3-二氢 -1,3,3-三甲基 -1H-吲哚 -5-甲酸甲酯",5718-26-3,PPE:0.2;ABS:0.13;PC:0.04,应符合着色剂纯度要求,",见注",,,
A1,FCA0376,"C.I.分散黄 241;5-[(3,4-二氯苯 )偶氮基 ]-1,2-二氢 -6-羟基 -1,4-二甲基 -2-氧代 -3-吡啶甲腈",83249-52-9,PET:0.02,应符合着色剂纯度要求,",见注",,,
A1,FCA0377,C.I.分散黄 54,7576-65-0,"PS,AS,ABS,PET,PC:0.2",应符合着色剂纯度要求,",见注",,,
A1,FCA0378,"C.I.分散紫 026;分散紫 H-FRL;1,4-二氨基 -2,3-二苯氧基蒽醌",6408-72-6,"PPE:0.01;ABS,PET:0.2",应符合着色剂纯度要求,",见注",,,
A1,FCA0379,C.I.溶剂橙 60,6925-69-5,PET:0.2,应符合着色剂纯度要求,",见注",,,
A1,FCA0380,"C.I.溶剂橙 63;14H-蒽并 [2,1,9-mna]噻吨 -14-酮",16294-75-0,"PC,PBT:0.1",0.5μg/kg(SML),应符合着色剂纯度要求,",见注",,
A1,FCA0381,C.I.溶剂红 111;1-(甲氨基 )蒽醌,82-38-2,"PS,AS,ABS,PA,PET,PC:0.2",应符合着色剂纯度要求,",见注",,,
A1,FCA0382,"C.I.溶剂红 135;C.I.油溶红 135;8,9,10,11-四氯 -12H-酞吡呤 -12-酮",20749-68-2,"PE,PP,PS,AS,ABS,PA,PET,PC,PVC,PVDC,UP:按生产需要适量使用",";PPE,PEI:0.2",应符合着色剂纯度要求,",见注",,
A1,FCA0383,"C.I.溶剂红 149;3-甲基 -6-(环己氨基 )-3H-二苯并 [f,ij]异喹啉 -2,7-二酮",21295-57-8,ABS:0.5,0.5μg/kg(SML),应符合着色剂纯度要求,",见注",,
A1,FCA0384,C.I.溶剂红 151,114013-41-1,ABS:0.5,0.05μg/kg(SML),应符合着色剂纯度要求,",见注",,
A1,FCA0385,"C.I.溶剂红 179;14H-苯基并 [4,5]异喹啉并 [2,1-a]萘嵌间二氮杂苯 -14-酮",6829-22-7,PEI:0.15;PET:0.2,应符合着色剂纯度要求,",见注",,,
A1,FCA0386,"C.I.溶剂红 52;3-甲基 -6-[(4-甲基苯基 )氨基 ]-3H-二苯基 [f,ij]异喹啉 -2,7-二酮",81-39-0,"PC,PBT,ABS:0.05;PPE:0.01;PET:0.2;PEI:0.3",应符合着色剂纯度要求,",见注",,,
A1,FCA0387,C.I.溶剂黄 160:1;3-(5-氯 -2-苯并唑基 )-7-(二乙基氨基 )-2H-1-苯并吡喃 -2-酮,35773-43-4,PET:0.2,应符合着色剂纯度要求,",见注",,,
A1,FCA0388,"C.I.溶剂黄 163;1,8-双 (苯硫代 )-9,10-蒽醌",13676-91-0,"PC,ABS:0.1",0.5μg/kg(SML),应符合着色剂纯度要求,",见注",,
A1,FCA0389,"C.I.溶剂黄 98;十八烷基 -1H-噻烷基噻酚并 [2,1,9-def]异喹啉 -1,3(2H )-二酮",12671-74-8,PC:0.05;PEI:0.2,0.5μg/kg(SML),应符合着色剂纯度要求,",见注",,
A1,FCA0390,"C.I.溶剂蓝 104;1,4-双 [(2,4,6-三甲基苯基 )氨基 ]-9,10-蒽二酮",116-75-6,"PPE,PS,AS,ABS,PET,PA,PC:0.2",应符合着色剂纯度要求,",见注",,,
A1,FCA0391,"C.I.溶剂蓝 97;1,4-二 [(2,6-二乙基 -4-甲基苯基 )氨基 ]-9,10-蒽二酮",32724-62-2;61969-44-6,"PS,AS,ABS,PA,PET,PC:按生产需要适量使用",应符合着色剂纯度要求,",见注",,,
A1,FCA0392,"C.I.溶剂绿 3;1,4-二对甲苯氨基蒽醌",128-80-3,"PPE,PET,PS,AS,ABS,PA,PC:0.2",应符合着色剂纯度要求,",见注",,,
A1,FCA0393,"C.I.溶剂紫 13;1-羟基 -4-[(4-甲基苯基 )氨基 ]-9,10-蒽二酮",81-48-1,"PE,PP,PS,AS,ABS,PA,PET,PC,PVC,PVDC,UP:按生产需要适量使用",;PEI:0.12;PPE:0.2,应符合着色剂纯度要求,",见注",,
A1,FCA0394,"C.I.溶剂紫 36;1,8-二 -4-甲苯氨基 -9,10-蒽二酮",82-16-6,PET:0.2;PVC:0.02,应符合着色剂纯度要求,",见注",,,
A1,FCA0395,C.I.颜料白 21;硫酸钡,7727-43-7,"PE,PP,PS,AS,ABS,PA,PET,PC,PVC,PVDC:3",应符合着色剂纯度要求,",见注",;钡元素,,SML应符合附录 C规定
A1,FCA0396,C.I.颜料白 4;氧化锌,1314-13-2,"PE,PP,PS,AS,ABS,PA,PET,PC,PEI,PPE,PBT:按生产需要适量使用",应符合着色剂纯度要求,",见注",;锌元素,,SML应符合附录 C规定
A1,FCA0397,C.I.颜料白 6;二氧化钛,13463-67-7;1317-80-2,"按生产需要适量使用 应符合着色剂纯度要求 ,见注",,,,,
A1,FCA0398,C.I.颜料橙 13,3520-72-7,"PE,PP,PS,AS,ABS,PA,PET,PC,PVC,PVDC,UP:按生产需要适量使用",应符合着色剂纯度要求,",见注",,,
A1,FCA0399,C.I.颜料橙 16,6505-28-8,"PE,PP,PS,AS,ABS,PA,PET,PC,PVC,PVDC,UP:按生产需要适量使用",应符合着色剂纯度要求,",见注",,,
A1,FCA0401,"C.I.颜料橙 43;双苯并咪唑 [2,1-b:2',1'-i]苯并 [lmn][3.8]菲咯啉 -8,17-二酮",4424-06-0,"PE,PP,AS,PS,ABS,PA,PET,PC:1",应符合着色剂纯度要求,",见注",,,
A1,FCA0402,"C.I.颜料橙 61;2,3,4,5-四氯代 -6-氰基 -苯甲酸甲酯与 4-[(4-氨基苯基 )偶氮 ]-3-甲基苯胺和甲醇钠的反应产物",106276-78-2,"PE,PP,PS,AS,ABS,PA,PET,PC,PVC,PVDC,UP:按生产需要适量使用",应符合着色剂纯度要求,",见注",,,
A1,FCA0403,"C.I.颜料橙 64;5-(2,3-二氢 -6-甲基 -2-氧代 -1H-苯并咪唑 -5-基 )偶氮 -6-羟基 -2,4(1H ,3H )-嘧啶三酮",72102-84-2,"PE,PP,PS,AS,ABS,PA,PET,PC,PVC,PVDC,UP:1",应符合着色剂纯度要求,",见注",,,
A1,FCA0404,"C.I.颜料橙 68;[1,3-二氢 -5,6-双 [[(2-羟基 -1-萘基 )亚甲基 ]氨基 ]-2H-苯并咪唑 -2-酮 (2-)-N5,N6,O5,O6]-,(SP-4-2)合镍",42844-93-9,"PA,PBT,PM-MA,POM,PE,PP,PS,AS,ABS,PET,PC:按生产需要适量使用","0.01(以镍计 ,SML)",应符合着色剂纯度要求,",见注",,
A1,FCA0405,C.I.颜料橙 71,84632-50-8,"PE,PP,PS,ABS:1",应符合着色剂纯度要求,",见注",,,
A1,FCA0406,C.I.颜料黑 11;氧化铁黑,12227-89-3,"PP,PE,PS,PVC,PA,PC,ABS,AS,PET,PVDC,UP:按生产需要适量使用",应符合着色剂纯度要求,",见注",;铁元素,,SML应符合附录 C规定
A1,FCA0407,C.I.颜料黑 23,68187-54-2,"PE,PP,PA:2.7",应符合着色剂纯度要求,",见注",,,
A1,FCA0408,C.I.颜料黑 28,68186-91-4,"PE,PP,PS,AS,ABS,PA,PET,PVC:5",应符合着色剂纯度要求,",见注",,,
A1,FCA0409,C.I.颜料黑 7;炭黑,1333-86-4,"PMMA,PVC,PVDC,PU,UP,PF,PEI,PPE,PBT,PPS,POM,LCP:2.5;PE:3;PP,PS,AS,ABS,PA,PET,PC:按生产需要适量使用",甲苯萃取物小于,"1%,苯并",[a]芘含量小于,,"0.25mg/kg;应符合着色剂纯度要求 ,见注"
A1,FCA0410,C.I.颜料红 101;三氧化二铁 ;氧化铁,1309-37-1,"PE,PP,PS,AS,ABS,PA,PET,PC,PVC,PVDC,PBT,PEI,PPE:3",应符合着色剂纯度要求,",见注",;铁元素,,SML应符合附录 C规定
A1,FCA0411,"C.I.颜料红 112;3-羟基 --(2-甲基苯基 )-4-[(2,4,5-三氯苯基 )偶氮 ]-2-萘甲酰胺 N",6535-46-2,PS:1,应符合着色剂纯度要求,",见注",,,
A1,FCA0412,"C.I.颜料红 122;5,12-二氢 -2,9-二甲基喹啉并 [2,3-b]吖啶 -7,14-二酮",980-26-7,"PE,PP,PS,AS,ABS,PA,PET,PC,PVC,PVDC,UP,PBT,PMMA,POM,PU,PPS,PESU,PEI,环氧树脂 :0.5",应符合着色剂纯度要求,",见注",,,
A1,FCA0413,C.I.颜料红 144,5280-78-4,"PE,PP,PS,AS,ABS,PA,PET,PC,PVC,PVDC,UP:1",应符合着色剂纯度要求,",见注",,,
A1,FCA0414,"C.I.颜料红 146;N-(4-氯 -2,5-二甲氧基苯基 )-3-羟基 -4-[[2-甲氧基 -5-[(苯氨基 )羰基 ]苯基 ]偶氮 ]-2-萘甲酰胺",5280-68-2,"PE,PP,PS,AS,ABS,PA,PET,PC,PVC,PVDC,UP:按生产需要适量使用",应符合着色剂纯度要求,",见注",,,
A1,FCA0415,"edd'''feC.I.颜料红 149;蒽醌 (红 );2,9-双 (3,5-二甲基苯基 )蒽 (2,1,9-f:6,5,10-)二异喹啉 -1,3,8,10(2H ,9H )-四酮",4948-15-6,"PE,PP,PS,AS,ABS,PA,PET,PC,PVC,PVDC,UP,PBT,PEI:1;PPE:2",应符合着色剂纯度要求,",见注",,,
A1,FCA0416,"C.I.颜料红 166;N ,-1,4-亚苯基 -二 [4-(2,5-二氯苯基 )偶氮 ]-3-羟基萘 -2-甲酰胺 N'",3905-19-9,"PE,PP,PS,AS,ABS,PA,PET,PC,PVC,PVDC,UP:按生产需要适量使用",应符合着色剂纯度要求,",见注",,,
A1,FCA0417,C.I.颜料红 170;4-[(4-氨基甲酰苯基 )偶氮 ]--(2-乙氧苯基 )-3-羟基 -2-萘甲酰胺 N,2786-76-7,"PE,PP,PS,AS,ABS:1;PMMA:按生产需要适量使用",应符合着色剂纯度要求,",见注",,,
A1,FCA0418,"C.I.颜料红 177;4,4'-二氨基 -[1,1'-联二蒽 ]-9,9',10,10'-四酮",4051-63-2,"PE,PP,PS,AS,ABS,PA,PET,PC,PVC,PVDC,UP:1",应符合着色剂纯度要求,",见注",,,
A1,FCA0419,"C.I.颜料红 178;2,9-二 [4-(苯基偶氮 )苯基 ]蒽 [2,1,9-f:6,5,10-d'''feed]二异喹啉 -1,3,8,10(2H ,9H )-四酮 ]",3049-71-6,"ABS,PET,PE,PP,PS,AS,PA,PC,PVC,PVDC,UP,PPE,PBT:1;PEI:0.3",应符合着色剂纯度要求,",见注。所生产出的材料和制品使用温度低于",121℃,,
A1,FCA0420,C.I.颜料红 179,5521-31-3,"PE,PP,PS,AS,ABS,PA,PET,PC,PVC,PVDC,UP:按生产需要适量使用",应符合着色剂纯度要求,",见注",,,
A1,FCA0421,C.I.颜料红 181,2379-74-0,"PE,PP,PS,AS,ABS,PA,PET,PC,PVC,PVDC,UP:按生产需要适量使用",应符合着色剂纯度要求,",见注",,,
A1,FCA0422,"C.I.颜料红 187;4-[[5-[[[4-(氨基羰基 )苯基 ]氨基 ]羰基 ]-2-甲氧基苯基 ]偶氮 ]-N-(5-氯 -2,4-二氧基苯基 )-3-羟基 -2-萘甲酰胺",59487-23-9,"PE,PP,PS,AS,ABS,PA,PET,PC:1",应符合着色剂纯度要求,",见注",,,
A1,FCA0423,"C.I.颜料红 202;5,12-二氢 -2,9-二氯 -喹啉并 [2,3-b]吖啶 -7,14-二酮",3089-17-6,"PE,PP,PS,AS,ABS,PA,PET,PC,PVC,PVDC,UP:1",应符合着色剂纯度要求,",见注",,,
A1,FCA0424,"C.I.颜料红 207;5,12-二氢 -4,11-二氯 -喹啉并 [2,3-b]吖啶 -7,14-二酮",3089-16-5,"PE,PP,PS,AS,ABS,PA,PET,PC,PVC,PVDC,UP:0.025",应符合着色剂纯度要求,",见注",,,
A1,FCA0425,"C.I.颜料红 208;2-[[3-[[(2,3-二氢 -2-氧代 -1H-苯并咪唑 -5-基 )氨基 ]羰基 ]-2-羟基 -1-萘基 ]偶氮 ]-苯甲酸丁基酯",31778-10-6,"PE,PP,AS,PS,ABS,PVDC:1;PM-MA:按生产需要适量使用",应符合着色剂纯度要求,",见注",,,
A1,FCA0426,"C.I.颜料红 209;3,10-二氯 -5,12-二氢喹啉并 [2,3-b]氮蒽 -7,14-二酮",38720-66-0;3573-01-1,"PE,PP,PS,AS,ABS,PET,PC,PA:1",应符合着色剂纯度要求,",见注",,,
